Account_Name,Salesforce_ID,Industry,Geography,CSM,Account_Executive,Contract_Start,Contract_End,ARR,New_ARR,ARR_Delta,Renewal_Outcome,Churned,Churn_Reason,Health_Score_Overall,Health_Label,Health_Support,Health_NPS,Health_Usage,Health_Adoption,Health_Engagement,Health_Risk_Score,Risk_Identified,Account_Summary
Luminary Consulting,0016GNEMBRG8MY3,Media & Entertainment,West Coast US,Lauren Chu,Jason Whitmore,2023-08-26,2024-08-25,260000,370000,110000,Renewal Up,No,,66,Yellow,59,53,76,73,71,65,Open critical support tickets,"CSM: Lauren Chu established multi-threaded relationships across IT and business units. AE: Jason Whitmore is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($110,000). Health: Yellow. Outcome: Renewal Up."
Ecliptic Intelligence,001CAQKDM0OAPHT,Financial Services,Midwest US,James Thornton,Chloe Dupont,2023-08-13,2024-08-12,410000,0,-410000,Churn,Yes,Company acquired — acquirer had existing vendor contract,29,Red,26,34,31,30,28,70,Budget freeze flagged,"CSM: James Thornton noted declining usage for two quarters; remediation plan was not adopted. AE: Chloe Dupont attempted a commercial restructure but the account chose not to renew. Prediction: Account did not renew. Final ARR lost: $410,000. Reason: Company acquired — acquirer had existing vendor contract"
Vanguard Partners,001MPM5HGBO06FH,Logistics,DACH,Lauren Chu,Megan Foster,2023-02-26,2024-02-26,160000,227000,67000,Renewal Up,No,,89,Green,87,97,93,94,76,82,Budget freeze flagged,"CSM: Lauren Chu proactively identified and resolved an integration risk ahead of renewal. AE: Megan Foster secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($67,000). Health: Green. Outcome: Renewal Up."
Orion Solutions,001EMAYB3PVARKC,Technology,Southwest US,Priya Nair,Ethan Graves,2023-11-09,2024-11-08,154000,174000,20000,Renewal Up,No,,70,Yellow,78,57,81,62,76,61,None identified,"CSM: Priya Nair reports strong adoption and positive QBR outcomes. AE: Ethan Graves positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($20,000). Health: Yellow. Outcome: Renewal Up."
Catalyst Innovations,0019VWIEB97PWDB,Education,UK & Ireland,Derek Okafor,Brooke Sanders,2023-12-31,2024-12-30,114000,114000,0,Renewal Flat,No,,77,Green,68,83,80,87,68,76,Single-threaded relationship,CSM: Derek Okafor delivered ROI report in Q3; executive team cited measurable value. AE: Brooke Sanders aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Cobalt Technologies,001GAXLKKVPJRME,Education,APAC,Priya Nair,Alicia Torres,2023-02-24,2024-02-24,482000,547000,65000,Renewal Up,No,,80,Green,83,84,78,76,79,71,Open critical support tickets,"CSM: Priya Nair proactively identified and resolved an integration risk ahead of renewal. AE: Alicia Torres is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($65,000). Health: Green. Outcome: Renewal Up."
Horizon Software,0010EV6XGZ7CTM0,Financial Services,Midwest US,Natalie Bergmann,David Kim,2023-08-12,2024-08-11,551000,776000,225000,Renewal Up,No,,66,Yellow,62,66,71,57,77,77,Integration stalled,"CSM: Natalie Bergmann proactively identified and resolved an integration risk ahead of renewal. AE: David Kim is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($225,000). Health: Yellow. Outcome: Renewal Up."
Sterling Consulting,0017SAVZEBU2Y0O,Media & Entertainment,LATAM,James Thornton,David Kim,2023-10-20,2024-10-19,462000,462000,0,Renewal Flat,No,,84,Green,81,86,93,81,81,88,Missed QBR Q3,CSM: James Thornton reports strong adoption and positive QBR outcomes. AE: David Kim secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Synergy Platforms,001Z52QZSKHZTGB,Insurance,Midwest US,Priya Nair,Jason Whitmore,2023-07-08,2024-07-07,27000,28000,1000,Renewal Up,No,,70,Yellow,81,79,55,74,61,80,Open critical support tickets,"CSM: Priya Nair delivered ROI report in Q3; executive team cited measurable value. AE: Jason Whitmore positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($1,000). Health: Yellow. Outcome: Renewal Up."
Lumen Services,001JE6K9WAM0KJA,Energy,West Coast US,James Thornton,Nathan Webb,2023-11-19,2024-11-18,498000,498000,0,Renewal Flat,No,,94,Green,97,96,94,83,100,91,Open critical support tickets,CSM: James Thornton navigated a champion change successfully; new stakeholder is engaged. AE: Nathan Webb positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Luminary Digital,001FI0N6DGG5GR0,Insurance,Midwest US,Lauren Chu,David Kim,2023-09-27,2024-09-26,210000,210000,0,Renewal Flat,No,,72,Yellow,83,81,68,64,66,64,Budget freeze flagged,CSM: Lauren Chu proactively identified and resolved an integration risk ahead of renewal. AE: David Kim is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Luminary Solutions,001VNA31XBIDFWA,Government,Middle East,James Thornton,Ethan Graves,2023-06-19,2024-06-18,745000,0,-745000,Churn,Yes,Support response times consistently fell below SLA,36,Red,51,46,26,30,28,61,Low NPS score,"CSM: James Thornton maintained regular cadence but could not overcome the executive sponsor departure. AE: Ethan Graves offered a significant discount; budget freeze made renewal untenable. Prediction: Account did not renew. Final ARR lost: $745,000. Reason: Support response times consistently fell below SLA"
Sapphire Partners,001ITJTABTD5OAI,Energy,West Coast US,Priya Nair,Alicia Torres,2023-05-25,2024-05-24,49000,71000,22000,Renewal Up,No,,73,Yellow,80,79,72,63,72,79,Single-threaded relationship,"CSM: Priya Nair navigated a champion change successfully; new stakeholder is engaged. AE: Alicia Torres is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($22,000). Health: Yellow. Outcome: Renewal Up."
Harbor Systems,001WE776VGTVYFY,Insurance,Southeast US,Lauren Chu,Alicia Torres,2023-06-13,2024-06-12,179000,250000,71000,Renewal Up,No,,75,Green,83,69,75,65,83,62,Single-threaded relationship,"CSM: Lauren Chu navigated a champion change successfully; new stakeholder is engaged. AE: Alicia Torres secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($71,000). Health: Green. Outcome: Renewal Up."
Meridian Digital,001Q293EP0FLE1M,Telecommunications,Australia & NZ,Aisha Patel,Samantha Lowe,2023-09-30,2024-09-29,136000,170000,34000,Renewal Up,No,,79,Green,62,83,88,78,87,65,Budget freeze flagged,"CSM: Aisha Patel established multi-threaded relationships across IT and business units. AE: Samantha Lowe closed renewal with a 25% ARR increase. Prediction: Likely to renew. ARR movement: up ($34,000). Health: Green. Outcome: Renewal Up."
Volta Ventures,001NUPUY0ZIA9AU,Insurance,Canada,James Thornton,Ryan Callahan,2023-05-05,2024-05-04,735000,1017000,282000,Renewal Up,No,,86,Green,87,87,87,84,86,64,Missed QBR Q3,"CSM: James Thornton established multi-threaded relationships across IT and business units. AE: Ryan Callahan closed renewal with a 38% ARR increase. Prediction: Likely to renew. ARR movement: up ($282,000). Health: Green. Outcome: Renewal Up."
Synergy Ventures,001CE8ZNA8NZXC4,Technology,Southeast US,Priya Nair,Alicia Torres,2023-09-28,2024-09-27,215000,0,-215000,Churn,Yes,Company acquired — acquirer had existing vendor contract,32,Red,20,18,36,44,44,69,Declining usage trend,"CSM: Priya Nair submitted a save plan in Q2; procurement rejected renewal terms. AE: Alicia Torres engaged VP-level stakeholders late in the cycle with insufficient time to turn it around. Prediction: Account did not renew. Final ARR lost: $215,000. Reason: Company acquired — acquirer had existing vendor contract"
Aether Global,001Q0PXAECXVGFO,Government,Middle East,Connor Walsh,Ethan Graves,2023-07-13,2024-07-12,196000,227000,31000,Renewal Up,No,,71,Yellow,82,71,69,62,75,60,Budget freeze flagged,"CSM: Connor Walsh reports strong adoption and positive QBR outcomes. AE: Ethan Graves positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($31,000). Health: Yellow. Outcome: Renewal Up."
Synergy Digital,001WHG0U43QLX3F,Healthcare,Southeast US,Derek Okafor,Jason Whitmore,2023-02-03,2024-02-03,417000,417000,0,Renewal Flat,No,,59,Yellow,52,60,65,68,51,41,Open critical support tickets,CSM: Derek Okafor established multi-threaded relationships across IT and business units. AE: Jason Whitmore is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Synergy Cloud,001A6GH7IDUB9RB,Telecommunications,West Coast US,Sarah Mitchell,Alicia Torres,2023-07-28,2024-07-27,44000,59000,15000,Renewal Up,No,,75,Green,78,68,72,86,74,85,Competitor evaluation in progress,"CSM: Sarah Mitchell reports strong adoption and positive QBR outcomes. AE: Alicia Torres aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: up ($15,000). Health: Green. Outcome: Renewal Up."
Beacon Consulting,001D3FVNV4KFQ5D,Real Estate,France & Benelux,Priya Nair,David Kim,2023-08-09,2024-08-08,310000,310000,0,Renewal Flat,No,,94,Green,95,91,100,99,85,89,Declining usage trend,CSM: Priya Nair delivered ROI report in Q3; executive team cited measurable value. AE: David Kim positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Nexus AI,0011NHVCFWR2F5T,Healthcare,DACH,James Thornton,Chloe Dupont,2023-04-02,2024-04-01,700000,700000,0,Renewal Flat,No,,67,Yellow,62,86,66,62,59,65,Low NPS score,CSM: James Thornton reports strong adoption and positive QBR outcomes. AE: Chloe Dupont is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Lumen Health,001Q991P778RNKO,Real Estate,Middle East,Connor Walsh,Alicia Torres,2023-11-26,2024-11-25,266000,373000,107000,Renewal Up,No,,89,Green,100,86,87,78,97,89,Integration stalled,"CSM: Connor Walsh reports strong adoption and positive QBR outcomes. AE: Alicia Torres positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($107,000). Health: Green. Outcome: Renewal Up."
Pinnacle Capital,0012ZUFDNU4I5YM,Healthcare,Midwest US,Connor Walsh,Megan Foster,2023-09-06,2024-09-05,143000,154000,11000,Renewal Up,No,,67,Yellow,72,73,72,55,67,56,Open critical support tickets,"CSM: Connor Walsh delivered ROI report in Q3; executive team cited measurable value. AE: Megan Foster positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($11,000). Health: Yellow. Outcome: Renewal Up."
Synergy AI,0010EQT8FHU91C3,Retail,Middle East,Derek Okafor,Ryan Callahan,2023-05-21,2024-05-20,442000,442000,0,Renewal Flat,No,,57,Yellow,68,62,59,51,46,46,None identified,CSM: Derek Okafor navigated a champion change successfully; new stakeholder is engaged. AE: Ryan Callahan is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Ironwood Systems,001KZ5SYJ3D6M1F,Real Estate,APAC,Connor Walsh,Chloe Dupont,2023-11-02,2024-11-01,128000,128000,0,Renewal Flat,No,,68,Yellow,77,69,60,58,76,69,Low NPS score,CSM: Connor Walsh reports strong adoption and positive QBR outcomes. AE: Chloe Dupont positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Momentum Systems,0010UFX3030A67R,Real Estate,APAC,Aisha Patel,Jason Whitmore,2023-04-22,2024-04-21,176000,0,-176000,Churn,Yes,Lost internal champion — project deprioritized,80,Green,74,90,86,87,64,80,Champion departure risk,"CSM: Aisha Patel flagged risk early but escalation support was delayed. AE: Jason Whitmore attempted a commercial restructure but the account chose not to renew. Prediction: Account did not renew. Final ARR lost: $176,000. Reason: Lost internal champion — project deprioritized"
Sterling AI,001TFNM88UA3A6S,Logistics,Canada,Connor Walsh,Nathan Webb,2023-07-11,2024-07-10,455000,0,-455000,Churn,Yes,Company acquired — acquirer had existing vendor contract,44,Red,51,42,38,41,49,65,Single-threaded relationship,"CSM: Connor Walsh submitted a save plan in Q2; procurement rejected renewal terms. AE: Nathan Webb competed against an incumbent re-entry; lost on total cost of ownership. Prediction: Account did not renew. Final ARR lost: $455,000. Reason: Company acquired — acquirer had existing vendor contract"
Catalyst Services,001VTN4YPKW7493,Insurance,UK & Ireland,Sarah Mitchell,Samantha Lowe,2023-08-04,2024-08-03,66000,83000,17000,Renewal Up,No,,65,Yellow,58,66,67,62,72,60,Single-threaded relationship,"CSM: Sarah Mitchell reports strong adoption and positive QBR outcomes. AE: Samantha Lowe aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: up ($17,000). Health: Yellow. Outcome: Renewal Up."
Prism Analytics,001TE48M2Q6X2O7,Insurance,Australia & NZ,Lauren Chu,Jason Whitmore,2023-01-08,2024-01-08,459000,459000,0,Renewal Flat,No,,76,Green,62,79,81,78,82,66,None identified,CSM: Lauren Chu proactively identified and resolved an integration risk ahead of renewal. AE: Jason Whitmore is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Vertex Partners,00124S0LGUPUOWO,Energy,UK & Ireland,Aisha Patel,David Kim,2023-11-20,2024-11-19,61000,49000,-12000,Renewal Down,No,,62,Yellow,60,76,58,64,53,61,Open critical support tickets,"CSM: Aisha Patel established multi-threaded relationships across IT and business units. AE: David Kim is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: down ($12,000). Health: Yellow. Outcome: Renewal Down."
Nova Digital,0014WJT8HDPWVBZ,Financial Services,APAC,Tyler Henson,Nathan Webb,2023-05-06,2024-05-05,520000,592000,72000,Renewal Up,No,,62,Yellow,59,65,65,69,56,50,Open critical support tickets,"CSM: Tyler Henson navigated a champion change successfully; new stakeholder is engaged. AE: Nathan Webb positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($72,000). Health: Yellow. Outcome: Renewal Up."
Radiant Health,0013NJBCFA95D7E,Healthcare,DACH,Priya Nair,Megan Foster,2023-12-18,2024-12-17,41000,51000,10000,Renewal Up,No,,75,Green,89,86,66,72,63,75,Low executive engagement,"CSM: Priya Nair reports strong adoption and positive QBR outcomes. AE: Megan Foster secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($10,000). Health: Green. Outcome: Renewal Up."
Cobalt Software,00163GAGUVB99RW,Insurance,Southeast US,Natalie Bergmann,Jason Whitmore,2023-04-22,2024-04-21,95000,95000,0,Renewal Flat,No,,59,Yellow,68,49,66,49,65,65,Declining usage trend,CSM: Natalie Bergmann delivered ROI report in Q3; executive team cited measurable value. AE: Jason Whitmore is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Horizon Ventures,001DYEJHDZXQ3P8,Energy,Middle East,Priya Nair,Brooke Sanders,2023-08-10,2024-08-09,564000,564000,0,Renewal Flat,No,,93,Green,90,100,94,85,100,100,Low NPS score,CSM: Priya Nair navigated a champion change successfully; new stakeholder is engaged. AE: Brooke Sanders closed renewal with a 0% ARR increase. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Sable Networks,001VJLDNHM63Q68,Life Sciences,Southern Europe,Lauren Chu,Samantha Lowe,2023-05-06,2024-05-05,127000,0,-127000,Churn,Yes,Integration with core systems was never completed,82,Green,87,88,76,79,81,100,Competitor evaluation in progress,"CSM: Lauren Chu maintained regular cadence but could not overcome the executive sponsor departure. AE: Samantha Lowe offered a significant discount; budget freeze made renewal untenable. Prediction: Account did not renew. Final ARR lost: $127,000. Reason: Integration with core systems was never completed"
